Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version,#DIV/0!
2011-03-30,38.742257,41.042257,41.042257,41.042257,41.042257,44.458257,44.458257,44.458257,79.457257,84.456257,84.456257,84.456257,84.456257,84.456257,84.456257,84.456257,84.456257,83.458257,84.456257,172.426257,84.456257,83.458257,44.458257,41.043257,TX4,70.2145903333334
2011-03-31,40.968692,40.968692,40.968692,40.968692,40.968692,74.382692,74.382692,74.382692,81.383692,81.383692,95.383692,95.383692,95.383692,95.383692,95.383692,95.383692,95.383692,81.383692,95.383692,172.351692,95.383692,95.383692,74.382692,40.968692,TX4,79.7367753333333
2011-04-01,70.109898,70.109898,70.109898,70.109898,70.109898,70.109898,70.109898,85.609898,85.609898,86.109898,86.109898,87.109898,86.109898,86.109898,86.109898,112.109898,87.109898,86.109898,112.109898,112.109898,112.109898,86.109898,85.609898,70.109898,TX3,85.1307313333333
2011-04-02,69.09414,69.09414,69.09414,69.09414,69.09414,69.09414,69.09414,84.59414,84.59414,84.59414,84.59414,86.09414,86.09414,84.59414,84.59414,84.59414,84.59414,84.59414,101.09414,116.09414,116.09414,101.09414,84.59414,84.59414,TX3,84.1983066666666
2011-04-03,78.176487,78.176487,78.176487,71.176487,71.176487,71.176487,66.176487,78.176487,78.176487,80.176487,80.176487,80.176487,80.176487,80.176487,80.176487,80.176487,80.176487,80.176487,85.676487,116.176487,86.176487,80.176487,80.176487,78.176487,TX3,79.9473203333333
2011-04-04,69.115177,69.115177,66.115177,66.115177,72.115177,79.015177,79.015177,80.615177,80.615177,80.615177,82.115177,122.115177,122.115177,92.115177,92.115177,92.115177,92.115177,82.115177,122.115177,173.947177,122.115177,82.115177,80.615177,79.015177,TX3,90.8040103333333
2011-04-05,75.018609,75.018609,75.018609,75.018609,75.018609,81.518609,81.618609,90.518609,90.518609,90.518609,90.518609,125.018609,90.518609,90.518609,90.518609,93.018609,90.518609,90.518609,125.018609,174.850609,125.018609,90.518609,90.518609,81.518609,TX3,94.099109
2011-04-06,86.011121,86.011121,86.011121,86.011121,86.011121,88.011121,88.011121,88.011121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,129.511121,88.011121,88.011121,TX3,111.802787666667
2011-04-07,84.752268,84.752268,84.752268,84.752268,93.752268,93.752268,112.752268,117.752268,122.252268,122.252268,122.252268,122.252268,122.252268,122.252268,122.252268,122.252268,122.252268,122.252268,130.652268,164.751268,130.652268,122.252268,112.752268,93.752268,TX3,113.931393
2011-04-08,86.602165,86.602165,86.602165,86.602165,97.602165,97.602165,114.602165,114.602165,121.102165,121.102165,121.102165,121.102165,121.102165,121.102165,121.102165,121.102165,121.102165,121.102165,129.502165,129.502165,121.102165,121.102165,97.602165,97.602165,TX3,111.593831666667
